Date,Price,Open,High,Low,Vol.,Change %
17-05-2023,82.4,82.272,82.46,82.26,,0.17%
18-05-2023,82.72,82.453,82.797,82.348,,0.39%
19-05-2023,82.878,82.767,82.953,82.623,,0.19%
22-05-2023,82.84,82.809,82.903,82.725,,-0.05%
23-05-2023,82.83,82.835,82.89,82.749,,-0.01%
24-05-2023,82.67,82.88,82.897,82.57,,-0.19%
25-05-2023,82.733,82.68,82.821,82.666,,0.08%
26-05-2023,82.57,82.745,82.748,82.542,,-0.20%
29-05-2023,82.586,82.591,82.682,82.511,,0.02%
30-05-2023,82.665,82.557,82.794,82.548,,0.10%
31-05-2023,82.68,82.648,82.777,82.62,,0.02%
01-06-2023,82.266,82.666,82.668,82.268,,-0.50%
02-06-2023,82.398,82.277,82.447,82.262,,0.16%
05-06-2023,82.52,82.456,82.697,82.398,,0.15%
06-06-2023,82.51,82.511,82.663,82.483,,-0.01%
07-06-2023,82.5,82.51,82.587,82.454,,-0.01%
08-06-2023,82.488,82.628,82.628,82.475,,-0.01%
09-06-2023,82.44,82.515,82.525,82.404,,-0.06%
12-06-2023,82.39,82.463,82.504,82.4,,-0.06%
13-06-2023,82.229,82.401,82.473,82.152,,-0.20%
14-06-2023,81.95,82.242,82.335,81.897,,-0.34%
15-06-2023,81.9,82.045,82.279,81.905,,-0.06%
16-06-2023,81.91,81.913,82.03,81.841,,0.01%
19-06-2023,81.91,81.976,82.011,81.879,,0.00%
20-06-2023,82,81.915,82.173,81.915,,0.11%
21-06-2023,81.93,81.992,82.135,81.94,,-0.09%
22-06-2023,81.95,81.961,82.017,81.878,,0.02%
23-06-2023,81.98,81.927,82.089,81.926,,0.04%
26-06-2023,81.97,81.971,82.086,81.935,,-0.01%
27-06-2023,81.983,82.03,82.05,81.934,,0.02%
28-06-2023,82.02,81.991,82.099,81.966,,0.05%
29-06-2023,82.1,82.037,82.134,81.997,,0.10%
30-06-2023,82.091,82.09,82.135,81.997,,-0.01%
03-07-2023,81.94,82.061,82.072,81.753,,-0.18%
04-07-2023,81.946,81.975,82.045,81.868,,0.01%
05-07-2023,82.397,82.047,82.413,81.994,,0.55%
06-07-2023,82.758,82.398,82.821,82.297,,0.44%
07-07-2023,82.61,82.766,82.778,82.545,,-0.18%
10-07-2023,82.52,82.665,82.689,82.52,,-0.11%
11-07-2023,82.39,82.55,82.563,82.324,,-0.16%
12-07-2023,81.98,82.405,82.421,81.962,,-0.50%
13-07-2023,82.04,82.001,82.146,81.948,,0.07%
14-07-2023,82.049,82.01,82.203,81.926,,0.01%
17-07-2023,82.04,82.127,82.209,81.988,,-0.01%
18-07-2023,82.06,82.062,82.114,81.961,,0.02%
19-07-2023,82.05,82.087,82.166,82.024,,-0.01%
20-07-2023,82.07,82.064,82.087,81.908,,0.02%
21-07-2023,81.98,82.084,82.091,81.928,,-0.11%
24-07-2023,81.79,82.035,82.052,81.786,,-0.23%
25-07-2023,81.85,81.815,81.918,81.666,,0.07%
26-07-2023,81.95,81.899,82.078,81.863,,0.12%
27-07-2023,82.15,81.938,82.248,81.88,,0.24%
28-07-2023,82.225,82.155,82.354,82.155,,0.09%
31-07-2023,82.24,82.227,82.313,82.205,,0.02%
01-08-2023,82.34,82.24,82.357,82.222,,0.12%
02-08-2023,82.73,82.352,82.811,82.321,,0.47%
03-08-2023,82.75,82.719,82.826,82.665,,0.02%
04-08-2023,82.668,82.74,82.893,82.674,,-0.10%
07-08-2023,82.75,82.741,82.785,82.678,,0.10%
08-08-2023,82.853,82.76,82.984,82.748,,0.12%
09-08-2023,82.844,82.878,82.88,82.783,,-0.01%
10-08-2023,82.616,82.84,82.861,82.59,,-0.28%
11-08-2023,82.87,82.789,82.911,82.725,,0.31%
14-08-2023,83.17,82.895,83.301,82.895,,0.36%
15-08-2023,83.212,83.185,83.467,83.17,,0.05%
16-08-2023,83.209,83.24,83.443,83.085,,0.00%
17-08-2023,83.13,83.222,83.268,82.989,,-0.10%
18-08-2023,83.14,83.086,83.221,83.018,,0.01%
21-08-2023,83.09,83.193,83.217,83.021,,-0.06%
22-08-2023,83.04,83.113,83.122,82.909,,-0.06%
23-08-2023,82.508,83.082,83.09,82.449,,-0.64%
24-08-2023,82.58,82.579,82.646,82.359,,0.09%
25-08-2023,82.637,82.605,82.74,82.532,,0.07%
28-08-2023,82.6,82.585,82.662,82.527,,-0.04%
29-08-2023,82.574,82.646,82.842,82.576,,-0.03%
30-08-2023,82.607,82.593,82.819,82.568,,0.04%
31-08-2023,82.702,82.678,82.799,82.582,,0.11%
01-09-2023,82.689,82.647,82.784,82.576,,-0.02%
04-09-2023,82.715,82.67,82.785,82.65,,0.03%
05-09-2023,83.033,82.753,83.097,82.712,,0.38%
06-09-2023,83.197,83.075,83.258,82.986,,0.20%
07-09-2023,83.15,83.22,83.271,83.076,,-0.06%
08-09-2023,83.004,83.133,83.184,82.902,,-0.18%
11-09-2023,82.9,82.955,83.068,82.815,,-0.13%
12-09-2023,82.85,82.905,83.015,82.853,,-0.06%
13-09-2023,82.934,82.873,83.039,82.855,,0.10%
14-09-2023,83.01,82.915,83.101,82.913,,0.09%
15-09-2023,83.069,83.063,83.202,82.981,,0.07%
18-09-2023,83.27,83.106,83.36,83.085,,0.24%
19-09-2023,83.31,83.25,83.344,83.17,,0.05%
20-09-2023,82.92,83.261,83.297,82.924,,-0.47%
21-09-2023,83.102,83.193,83.222,83.005,,0.22%
22-09-2023,82.97,82.876,82.993,82.769,,-0.16%
25-09-2023,83.13,83.057,83.179,83.029,,0.19%
26-09-2023,83.23,83.122,83.309,83.099,,0.12%
27-09-2023,83.181,83.297,83.312,83.153,,-0.06%
28-09-2023,83.15,83.237,83.273,83.111,,-0.04%
29-09-2023,83.03,83.209,83.209,83.012,,-0.14%
02-10-2023,83.174,83.165,83.234,83.123,,0.17%
03-10-2023,83.214,83.233,83.271,83.127,,0.05%
04-10-2023,83.25,83.235,83.346,83.173,,0.04%
05-10-2023,83.2,83.214,83.305,83.178,,-0.06%
06-10-2023,83.118,83.218,83.303,83.121,,-0.10%
09-10-2023,83.254,83.187,83.348,83.162,,0.16%
10-10-2023,83.162,83.266,83.282,83.17,,-0.11%
11-10-2023,83.16,83.217,83.246,83.116,,0.00%
12-10-2023,83.29,83.175,83.302,83.125,,0.16%
13-10-2023,83.255,83.25,83.297,83.211,,-0.04%
16-10-2023,83.19,83.264,83.296,83.183,,-0.08%
17-10-2023,83.24,83.215,83.289,83.186,,0.06%
18-10-2023,83.29,83.255,83.31,83.211,,0.06%
19-10-2023,83.097,83.284,83.306,83.082,,-0.23%
20-10-2023,83.15,83.15,83.216,83.012,,0.06%
23-10-2023,83.071,83.16,83.206,83.085,,-0.10%
24-10-2023,83.01,83.031,83.102,82.956,,-0.07%
25-10-2023,83.14,83.022,83.205,83.008,,0.16%
26-10-2023,83.243,83.163,83.269,83.131,,0.12%
27-10-2023,83.265,83.272,83.301,83.19,,0.03%
30-10-2023,83.25,83.28,83.305,83.212,,-0.02%
31-10-2023,83.256,83.26,83.293,83.221,,0.01%
01-11-2023,83.237,83.278,83.337,83.225,,-0.02%
02-11-2023,83.234,83.24,83.281,83.174,,0.00%
03-11-2023,83.14,83.247,83.311,83.134,,-0.11%
06-11-2023,83.218,83.107,83.263,83.085,,0.09%
07-11-2023,83.23,83.221,83.287,83.21,,0.01%
08-11-2023,83.213,83.234,83.31,83.208,,-0.02%
09-11-2023,83.315,83.232,83.341,83.216,,0.12%
10-11-2023,83.309,83.302,83.499,83.224,,-0.01%
13-11-2023,83.18,83.309,83.343,83.201,,-0.15%
14-11-2023,82.973,83.209,83.278,82.906,,-0.25%
15-11-2023,83.188,82.98,83.213,82.962,,0.26%
16-11-2023,83.152,83.186,83.273,83.153,,-0.04%
17-11-2023,83.244,83.161,83.303,83.161,,0.11%
20-11-2023,83.317,83.265,83.424,83.23,,0.09%
21-11-2023,83.308,83.321,83.38,83.228,,-0.01%
22-11-2023,83.287,83.313,83.359,83.255,,-0.03%
23-11-2023,83.305,83.276,83.368,83.265,,0.02%
24-11-2023,83.34,83.35,83.413,83.332,,0.04%
27-11-2023,83.33,83.324,83.433,83.309,,-0.01%
28-11-2023,83.34,83.358,83.399,83.292,,0.01%
29-11-2023,83.352,83.292,83.383,83.26,,0.01%
30-11-2023,83.357,83.359,83.419,83.29,,0.01%
01-12-2023,83.26,83.356,83.375,83.24,,-0.12%
04-12-2023,83.426,83.217,83.461,83.215,,0.20%
05-12-2023,83.32,83.431,83.439,83.317,,-0.13%
06-12-2023,83.332,83.325,83.381,83.286,,0.01%
07-12-2023,83.343,83.337,83.398,83.311,,0.01%
08-12-2023,83.425,83.354,83.465,83.335,,0.10%
11-12-2023,83.35,83.409,83.451,83.349,,-0.09%
12-12-2023,83.396,83.368,83.434,83.324,,0.06%
13-12-2023,83.35,83.399,83.438,83.346,,-0.06%
14-12-2023,83.307,83.287,83.372,83.266,,-0.05%
15-12-2023,83.02,83.308,83.332,82.927,,-0.34%
18-12-2023,83.144,83.018,83.173,82.91,,0.15%
19-12-2023,83.106,83.153,83.228,83.07,,-0.05%
20-12-2023,83.139,83.111,83.237,83.087,,0.04%
21-12-2023,83.214,83.166,83.291,83.156,,0.09%
22-12-2023,83.166,83.221,83.275,83.102,,-0.06%
25-12-2023,83.164,83.179,83.179,83.109,,0.00%
26-12-2023,83.158,83.169,83.218,83.105,,-0.01%
27-12-2023,83.263,83.163,83.368,83.163,,0.13%
28-12-2023,83.169,83.268,83.318,83.125,,-0.11%
29-12-2023,83.19,83.174,83.242,83.099,,0.03%
01-01-2024,83.238,83.24,83.243,83.15,,0.06%
02-01-2024,83.27,83.179,83.359,83.179,,0.04%
03-01-2024,83.282,83.279,83.348,83.244,,0.01%
04-01-2024,83.243,83.294,83.335,83.195,,-0.05%
05-01-2024,83.103,83.235,83.286,83.067,,-0.17%
08-01-2024,83.045,83.124,83.178,83.026,,-0.07%
09-01-2024,83.109,83.053,83.149,83.029,,0.08%
10-01-2024,83.023,83.113,83.185,82.959,,-0.10%
11-01-2024,83.063,83.004,83.121,82.93,,0.05%
12-01-2024,82.857,83.068,83.104,82.779,,-0.25%
15-01-2024,82.827,82.835,82.929,82.775,,-0.04%
16-01-2024,83.084,82.832,83.15,82.829,,0.31%
17-01-2024,83.182,83.085,83.217,83.035,,0.12%
18-01-2024,83.165,83.197,83.205,83.098,,-0.02%
19-01-2024,83.086,83.187,83.192,83.036,,-0.09%
22-01-2024,83.1,83.077,83.185,83.059,,0.02%
23-01-2024,83.15,83.096,83.188,83.061,,0.06%
24-01-2024,83.13,83.164,83.184,83.067,,-0.02%
25-01-2024,83.144,83.141,83.177,83.077,,0.02%
26-01-2024,83.115,83.17,83.173,83.079,,-0.03%
29-01-2024,83.134,83.149,83.173,83.118,,0.02%
30-01-2024,83.12,83.136,83.177,83.087,,-0.02%
31-01-2024,83.095,83.1,83.132,82.998,,-0.03%
01-02-2024,82.947,83.083,83.091,82.915,,-0.18%
02-02-2024,82.999,82.952,83.027,82.826,,0.06%
05-02-2024,83.036,83.011,83.095,82.956,,0.04%
06-02-2024,83.062,83.044,83.079,83.015,,0.03%
07-02-2024,82.977,83.07,83.091,82.934,,-0.10%
08-02-2024,82.978,82.981,83.021,82.893,,0.00%
09-02-2024,83,82.984,83.059,82.945,,0.03%
12-02-2024,82.97,83.025,83.057,82.951,,-0.04%
13-02-2024,83.098,83.008,83.121,82.963,,0.15%
14-02-2024,83.034,83.104,83.12,83.015,,-0.08%
15-02-2024,82.988,83.035,83.075,82.982,,-0.06%
16-02-2024,83.013,82.991,83.049,82.983,,0.03%
19-02-2024,83.026,82.987,83.061,82.949,,0.02%
20-02-2024,82.89,83.031,83.043,82.862,,-0.16%
21-02-2024,82.93,82.895,82.983,82.835,,0.05%
22-02-2024,82.837,82.933,82.965,82.812,,-0.11%
23-02-2024,82.859,82.845,82.965,82.845,,0.03%
26-02-2024,82.846,82.873,82.914,82.851,,-0.02%
27-02-2024,82.877,82.901,82.921,82.841,,0.04%
28-02-2024,82.9,82.924,82.967,82.863,,0.03%
29-02-2024,82.9,82.91,82.957,82.864,,0.00%
01-03-2024,82.841,82.926,82.933,82.836,,-0.07%
04-03-2024,82.911,82.845,82.935,82.83,,0.08%
05-03-2024,82.891,82.913,82.938,82.863,,-0.02%
06-03-2024,82.78,82.896,82.919,82.801,,-0.13%
07-03-2024,82.708,82.82,82.85,82.669,,-0.09%
08-03-2024,82.739,82.713,82.77,82.66,,0.04%
11-03-2024,82.72,82.754,82.782,82.645,,-0.02%
12-03-2024,82.786,82.739,82.839,82.72,,0.08%
13-03-2024,82.82,82.83,82.923,82.774,,0.04%
14-03-2024,82.915,82.827,82.952,82.803,,0.11%
15-03-2024,82.883,82.99,82.995,82.817,,-0.04%
18-03-2024,82.9,82.891,82.935,82.825,,0.02%
19-03-2024,83.007,82.935,83.063,82.899,,0.13%
20-03-2024,83.173,83.053,83.233,82.99,,0.20%
21-03-2024,83.174,83.117,83.235,83.034,,0.00%
22-03-2024,83.582,83.232,83.733,83.206,,0.49%
25-03-2024,83.405,83.465,83.548,83.384,,-0.21%
26-03-2024,83.309,83.415,83.441,83.254,,-0.12%
27-03-2024,83.294,83.365,83.48,83.291,,-0.02%
28-03-2024,83.352,83.373,83.424,83.31,,0.07%
29-03-2024,83.35,83.391,83.399,83.335,,0.00%
01-04-2024,83.36,83.343,83.408,83.31,,0.01%
02-04-2024,83.322,83.374,83.448,83.33,,-0.05%
03-04-2024,83.504,83.375,83.585,83.33,,0.22%
04-04-2024,83.34,83.478,83.513,83.35,,-0.20%
05-04-2024,83.293,83.417,83.471,83.241,,-0.06%
08-04-2024,83.27,83.344,83.352,83.225,,-0.03%
09-04-2024,83.182,83.271,83.291,83.166,,-0.11%
10-04-2024,83.389,83.227,83.426,83.147,,0.25%
11-04-2024,83.324,83.413,83.438,83.295,,-0.08%
12-04-2024,83.54,83.368,83.622,83.316,,0.26%
15-04-2024,83.484,83.481,83.544,83.413,,-0.07%
16-04-2024,83.637,83.534,83.7,83.469,,0.18%
17-04-2024,83.65,83.673,83.747,83.589,,0.02%
18-04-2024,83.53,83.59,83.605,83.487,,-0.14%
19-04-2024,83.358,83.548,83.721,83.362,,-0.21%
22-04-2024,83.36,83.423,83.457,83.306,,0.00%
23-04-2024,83.269,83.384,83.407,83.26,,-0.11%
24-04-2024,83.319,83.28,83.362,83.257,,0.06%
25-04-2024,83.31,83.338,83.402,83.255,,-0.01%
26-04-2024,83.4,83.268,83.422,83.267,,0.11%
29-04-2024,83.41,83.385,83.513,83.352,,0.01%
30-04-2024,83.45,83.459,83.537,83.397,,0.05%
01-05-2024,83.455,83.474,83.532,83.446,,0.01%
02-05-2024,83.435,83.43,83.503,83.401,,-0.02%
03-05-2024,83.376,83.42,83.482,83.308,,-0.07%
06-05-2024,83.48,83.391,83.545,83.39,,0.12%
07-05-2024,83.458,83.473,83.529,83.432,,-0.03%
08-05-2024,83.462,83.466,83.535,83.449,,0.00%
09-05-2024,83.441,83.476,83.527,83.432,,-0.03%
10-05-2024,83.541,83.453,83.56,83.446,,0.12%
13-05-2024,83.46,83.526,83.566,83.465,,-0.10%
14-05-2024,83.482,83.529,83.55,83.472,,0.03%
15-05-2024,83.411,83.503,83.529,83.409,,-0.08%
16-05-2024,83.45,83.42,83.524,83.404,,0.05%
17-05-2024,83.28,83.511,83.52,83.273,,-0.20%
20-05-2024,83.28,83.302,83.328,83.224,,0.00%
21-05-2024,83.25,83.297,83.373,83.226,,-0.04%
22-05-2024,83.22,83.324,83.328,83.21,,-0.04%
23-05-2024,83.24,83.286,83.322,83.19,,0.02%
24-05-2024,83.06,83.285,83.3,83.018,,-0.22%
27-05-2024,83.102,83.07,83.147,83.034,,0.05%
28-05-2024,83.16,83.137,83.209,83.103,,0.07%
29-05-2024,83.34,83.197,83.411,83.172,,0.22%
30-05-2024,83.28,83.363,83.442,83.246,,-0.07%
31-05-2024,83.424,83.321,83.501,83.235,,0.17%
03-06-2024,83.083,83.124,83.188,82.952,,-0.41%
04-06-2024,83.524,83.12,83.676,83.085,,0.53%
05-06-2024,83.37,83.539,83.585,83.277,,-0.18%
06-06-2024,83.466,83.39,83.527,83.357,,0.11%
07-06-2024,83.521,83.472,83.529,83.365,,0.07%
10-06-2024,83.5,83.53,83.551,83.468,,-0.03%
11-06-2024,83.6,83.521,83.639,83.48,,0.12%
12-06-2024,83.43,83.618,83.622,83.433,,-0.20%
13-06-2024,83.54,83.507,83.575,83.487,,0.13%
14-06-2024,83.547,83.546,83.593,83.514,,0.01%
17-06-2024,83.5,83.523,83.567,83.503,,-0.06%
18-06-2024,83.33,83.498,83.56,83.322,,-0.20%
19-06-2024,83.46,83.394,83.491,83.34,,0.16%
20-06-2024,83.62,83.422,83.684,83.417,,0.19%
21-06-2024,83.558,83.654,83.654,83.484,,-0.07%
24-06-2024,83.45,83.563,83.59,83.41,,-0.13%
25-06-2024,83.403,83.439,83.51,83.394,,-0.06%
26-06-2024,83.56,83.452,83.632,83.413,,0.19%
27-06-2024,83.438,83.579,83.596,83.408,,-0.15%
28-06-2024,83.355,83.458,83.492,83.329,,-0.10%
01-07-2024,83.438,83.38,83.479,83.349,,0.10%
02-07-2024,83.5,83.44,83.567,83.422,,0.07%
03-07-2024,83.52,83.497,83.564,83.435,,0.02%
04-07-2024,83.475,83.495,83.561,83.463,,-0.05%
05-07-2024,83.5,83.503,83.532,83.458,,0.03%
08-07-2024,83.5,83.495,83.522,83.434,,0.00%
09-07-2024,83.465,83.479,83.522,83.452,,-0.04%
10-07-2024,83.51,83.492,83.545,83.465,,0.05%
11-07-2024,83.507,83.518,83.607,83.472,,0.00%
12-07-2024,83.513,83.507,83.564,83.476,,0.01%
15-07-2024,83.551,83.507,83.628,83.493,,0.05%
16-07-2024,83.524,83.59,83.626,83.53,,-0.03%
17-07-2024,83.58,83.532,83.592,83.494,,0.07%
18-07-2024,83.58,83.576,83.682,83.555,,0.00%
19-07-2024,83.724,83.668,83.741,83.596,,0.17%
22-07-2024,83.651,83.741,83.741,83.637,,-0.09%
23-07-2024,83.676,83.664,83.731,83.606,,0.03%
24-07-2024,83.71,83.69,83.739,83.675,,0.04%
25-07-2024,83.72,83.769,83.81,83.648,,0.01%
26-07-2024,83.703,83.76,83.77,83.701,,-0.02%
29-07-2024,83.748,83.725,83.774,83.7,,0.05%
30-07-2024,83.72,83.746,83.764,83.702,,-0.03%
31-07-2024,83.699,83.761,83.77,83.654,,-0.02%
01-08-2024,83.71,83.709,83.762,83.651,,0.01%
02-08-2024,83.794,83.753,83.822,83.715,,0.10%
05-08-2024,84.018,83.793,84.182,83.757,,0.27%
06-08-2024,83.93,83.996,84,83.833,,-0.10%
07-08-2024,83.885,83.955,83.994,83.878,,-0.05%
08-08-2024,83.99,83.942,84.011,83.924,,0.13%
09-08-2024,83.945,84.015,84.016,83.873,,-0.05%
12-08-2024,83.93,83.915,83.985,83.899,,-0.02%
13-08-2024,83.91,83.949,83.983,83.911,,-0.02%
14-08-2024,83.96,83.92,83.985,83.896,,0.06%
15-08-2024,83.94,83.963,84.007,83.936,,-0.02%
16-08-2024,83.88,83.945,83.979,83.887,,-0.07%
19-08-2024,83.85,83.865,83.952,83.826,,-0.04%
20-08-2024,83.75,83.81,83.88,83.738,,-0.12%
21-08-2024,83.87,83.805,83.951,83.749,,0.14%
22-08-2024,83.93,83.9,83.985,83.881,,0.07%
23-08-2024,83.809,83.926,83.946,83.799,,-0.14%
26-08-2024,83.84,83.806,83.923,83.787,,0.04%
27-08-2024,83.91,83.87,83.965,83.87,,0.08%
28-08-2024,83.9,83.963,83.988,83.91,,-0.01%
29-08-2024,83.88,83.944,83.956,83.839,,-0.02%
30-08-2024,83.867,83.884,83.905,83.811,,-0.02%
02-09-2024,83.88,83.875,83.946,83.85,,0.02%
03-09-2024,83.95,83.919,83.991,83.897,,0.08%
04-09-2024,83.96,83.994,84.02,83.939,,0.01%
05-09-2024,83.961,83.979,84.004,83.956,,0.00%
06-09-2024,83.985,83.988,83.99,83.906,,0.03%
09-09-2024,83.928,83.945,83.985,83.921,,-0.07%
10-09-2024,83.949,84.005,84.009,83.947,,0.03%
11-09-2024,83.96,83.98,84.007,83.926,,0.01%
12-09-2024,83.92,84.015,84.015,83.919,,-0.05%
13-09-2024,83.88,83.927,83.955,83.843,,-0.05%
16-09-2024,83.84,83.876,83.919,83.834,,-0.05%
17-09-2024,83.747,83.907,83.914,83.695,,-0.11%
18-09-2024,83.65,83.764,83.807,83.651,,-0.12%
19-09-2024,83.62,83.689,83.749,83.558,,-0.04%
20-09-2024,83.485,83.62,83.637,83.468,,-0.16%
23-09-2024,83.53,83.481,83.577,83.44,,0.05%
24-09-2024,83.6,83.572,83.688,83.518,,0.08%
25-09-2024,83.6,83.605,83.652,83.506,,0.00%
26-09-2024,83.601,83.64,83.729,83.593,,0.00%
27-09-2024,83.71,83.622,83.725,83.598,,0.13%
30-09-2024,83.755,83.696,83.836,83.67,,0.05%
01-10-2024,83.9,83.851,83.951,83.786,,0.17%
02-10-2024,83.92,83.908,84.012,83.849,,0.02%
03-10-2024,83.99,83.927,84.036,83.895,,0.08%
04-10-2024,84.023,83.977,84.05,83.938,,0.04%
07-10-2024,83.98,84.007,84.018,83.945,,-0.05%
08-10-2024,83.945,83.969,83.996,83.915,,-0.04%
09-10-2024,83.95,83.938,83.98,83.893,,0.01%
10-10-2024,83.94,83.939,83.992,83.93,,-0.01%
11-10-2024,84.101,83.965,84.121,83.942,,0.19%
14-10-2024,84.045,84.07,84.105,84.021,,-0.07%
15-10-2024,84.04,84.065,84.087,84.015,,-0.01%
16-10-2024,84.03,84.052,84.103,83.975,,-0.01%
17-10-2024,84.035,84.043,84.083,83.995,,0.01%
18-10-2024,84.065,84.045,84.092,84.028,,0.04%
21-10-2024,84.07,84.08,84.094,84.037,,0.01%
22-10-2024,84.07,84.075,84.104,84.054,,0.00%
23-10-2024,84.056,84.108,84.115,84.056,,-0.02%
